BEGIN
                name                 |   str   
 Elvis Garcia                        |    1.15
 Victor Cardozo Coronel              |    1.15
 Mongkolchai Lookmuangkanch          |    1.15
 Ahmid Laghmouchi                    |    1.15
 Manuel Damian                       |    1.15
 Yohan Banks                         |    1.15
 Lucas St Clair                      |    1.15
 Ryuji Kohama                        |    1.15
 Tineyi Maridzo                      |    1.15
 Francisco Lira                      |    1.15
 Marcos Hernandez                    |    1.15
 Hyuk-Tak Joo                        |    1.15
 Angel Carvajal                      |    1.15
 Rivera AK Gym                       |    1.15
 Robert Lehman                       |    1.15
 Sinisa Gambelic                     |    1.15
 Nathan Weise                        |    1.15
 Shavlego Gurtsishvili               |    1.15
 Christian HoskinGomez               |    1.15
 Sithembile Luzipho                  |    1.15
 Hiroki Hosoya                       |    1.15
 Juan Valenzuela                     |    1.15
 Denis Reyes                         |    1.15
 Joshua Muli                         |    1.14
 David Martin Galindo                |    1.14
 Juan Valdez                         |    1.14
 George Gogebashvili                 |    1.14
 Daigo Sugawara                      |    1.14
 Gary Brown                          |    1.14
 Sam Williams                        |    1.14
 Reda Azzaoui                        |    1.14
 Pearl Dotson                        |    1.14
 Abhay Chand                         |    1.14
 Andrew Armenta                      |    1.14
 Masashi Odaira                      |    1.14
 Fabrizio Leone                      |    1.14
 Artem Skornyakov                    |    1.14
 Robbie Barrett                      |    1.14
 Hector Gonzalez                     |    1.14
 Toshikuni Wake                      |    1.14
 Mohammed Tagoe                      |    1.14
 Samuel Mendia                       |    1.14
 Gerardo Serrano                     |    1.14
 Billy Bailey                        |    1.14
 Kreso Bogdanovic                    |    1.14
 Imre Nagy                           |    1.13
 Manuel Banquez                      |    1.13
 Ekeng Henshaw                       |    1.13
 Jose Jones                          |    1.13
 Ernesto Franzolini                  |    1.13
 Michael Barnor                      |    1.13
 Adriano Ramirez                     |    1.13
 Lucas Alejandro Mignoni             |    1.13
 Roger Echavez                       |    1.13
 Dennis Padua                        |    1.13
 Jarred Kilkenny                     |    1.13
 Tommy Broadbent                     |    1.13
 Javier Bruer                        |    1.13
 Jose Sanchez                        |    1.13
 Boy Tanto                           |    1.13
 Genaro Quiroga                      |    1.13
 Mieley Lee                          |    1.13
 Ollie Pinnock                       |    1.13
 Vladimir Gomez                      |    1.13
 Ezequiel Asprilla                   |    1.13
 Mark Weston                         |    1.13
 Haji Kizinga                        |    1.13
 Erick Kalenga                       |    1.13
 Troy Stout                          |    1.13
 Ginzo Hanaki                        |    1.13
 Tim Chapman                         |    1.13
 Hiroki Watanabe                     |    1.13
 Dexter Mendoza                      |    1.13
 Mateo Perez Vazquez                 |    1.13
 Edgar Zubia                         |    1.13
 Johnatan Bravo                      |    1.12
 Franck Jeanmougin                   |    1.12
 Marcel Botha                        |    1.12
 Carlos Trevino                      |    1.12
 Israel Lopez                        |    1.12
 Thaminkhao Sor Tharnthip            |    1.12
 Diego Damian Loto                   |    1.12
 Tiwon Taylor                        |    1.12
 Andronico Farias Borges             |    1.12
 Akihisa Buma                        |    1.12
 Crispin Parba                       |    1.12
 Devin Parker                        |    1.12
 Ruslans Pojonisevs                  |    1.12
 Scott Moises                        |    1.12
 Daniel Claudio Mozo                 |    1.12
 Shane Moore                         |    1.12
 Andrew Greening                     |    1.12
 Mickey Scarborough                  |    1.12
 Shoji Nakamura                      |    1.12
 Daisuke Sudo                        |    1.11
 Gary Bergeron                       |    1.11
 Jose Valderrama                     |    1.11
 Filjun Taneo                        |    1.11
 Michael Isaac Carrero               |    1.11
 Dimitar Spaiyski                    |    1.11
 Raymond Dayham                      |    1.11
 Francisco Villanueva                |    1.11
 Jhon Cayetano                       |    1.11
 Alessandro Bernardo                 |    1.11
 Carlos Andres Araya                 |    1.11
 Juan Hinostroza                     |    1.11
 Morgan Duthes                       |    1.11
 Javier Alejandro Reynoso            |    1.11
 Hrvoje Kisicek                      |    1.11
 Gadiel Andaluz                      |    1.11
 Alex Ah Tong                        |    1.11
 Sunday Olalekan                     |    1.11
 Ivo Gogosevic                       |    1.11
 Godi Rackii                         |    1.11
 Arman Verdiyan                      |    1.11
 Moses Havea                         |    1.11
 Emil Gonzalez                       |    1.11
 Jonathan Corn                       |    1.11
 Herman Ferdinand                    |    1.11
 Ricardo Maya                        |    1.11
 Izanami Perez Vargas                |    1.11
 Edgar Rendon                        |    1.11
 Jorge Adame                         |    1.11
 Raul Zambrano                       |    1.11
 Ryan Bongcawil                      |    1.10
 Gelacio Cruz                        |    1.10
 Luis Fernando Ulloa                 |    1.10
 Corrales Kawashimo                  |    1.10
 Ernesto Guerrero                    |    1.10
 Aldrin Guara                        |    1.10
 Jaime Rivas                         |    1.10
 George Bamson                       |    1.10
 Antonio Diaz                        |    1.10
 Med Sebyala                         |    1.10
 Dame Seck                           |    1.10
 Francisco Medel                     |    1.10
 Antonio Navarro                     |    1.10
 Min Wook Lee                        |    1.10
 Tomas Mrazek                        |    1.10
 Adrian Arenas                       |    1.10
 Baltazar Perez                      |    1.10
 James Oliphant                      |    1.10
 Hiroki Ashizawa                     |    1.10
 Juan Carlos Gonzalez                |    1.10
 Marios Kollias                      |    1.10
 Romain Peron                        |    1.10
 Michael Kannler                     |    1.10
 Adriel Juzaino                      |    1.10
 Job Ezequiel Herrera                |    1.09
 Jesse Anguiano                      |    1.09
 Shady Mamdouh                       |    1.09
 Naoki Yamashita                     |    1.09
 Alexander Serna                     |    1.09
 Ubadel Soto                         |    1.09
 Amani Abbas                         |    1.09
 Cruz Valdivia                       |    1.09
 Miguel Villalobos                   |    1.09
 Reiko Sugiyama                      |    1.09
 Tomoyuki Omura                      |    1.09
 Kazuki Kimura                       |    1.09
 Pankorn Mor Poowana                 |    1.09
 Rafael Vazquez                      |    1.09
 Jorge Vidal                         |    1.09
 Jelier Pacheco                      |    1.09
 Charon Spain                        |    1.09
